"Day","Hour","Temp","kwh"
"12/15/2014",7,33.98,107.741614611431
"12/15/2014",8,35.06,108.027291987905
"12/15/2014",9,37.04,108.761932359899
"12/15/2014",10,39.02,109.785445124905
"12/15/2014",11,41,111.101207441615
"12/15/2014",12,39.92,110.34764835441
"12/15/2014",13,39.92,110.34764835441
"12/15/2014",14,39.02,109.785445124905
"12/15/2014",15,37.94,109.190779557816
"12/15/2014",16,37.04,108.761932359899
"12/15/2014",17,39.02,109.785445124905
"12/15/2014",18,37.04,108.761932359899
"12/15/2014",19,37.94,71.2014119156154
"12/15/2014",20,35.96,70.6304985990151
"12/15/2014",21,35.96,70.6304985990151
"12/15/2014",22,36.32,70.7163744462614
"12/15/2014",23,37.94,71.2014119156154
"12/16/2014",0,35.96,67.4597076315661
"12/16/2014",1,35.06,66.82455657437
"12/16/2014",2,35.06,66.82455657437
"12/16/2014",3,35.06,66.82455657437
"12/16/2014",4,35.96,67.4597076315661
"12/16/2014",5,37.04,68.2967113725889
"12/16/2014",6,37.94,69.0542901524796
"12/16/2014",7,39.02,113.102544352697
"12/16/2014",8,39.02,113.102544352697
"12/16/2014",9,39.92,114.124632363373
"12/16/2014",10,41,115.399894912678
"12/16/2014",11,39.92,114.124632363373
"12/16/2014",12,39.92,114.124632363373
"12/16/2014",13,39.92,114.124632363373
"12/16/2014",14,39.92,114.124632363373
"12/16/2014",15,39.92,114.124632363373
"12/16/2014",16,41,115.399894912678
"12/16/2014",17,41.54,116.056149375525
"12/16/2014",18,42.08,116.724085668695
"12/16/2014",19,42.98,74.1893974960469
"12/16/2014",20,43.43,74.7120019891244
"12/16/2014",21,44.06,75.4587542858232
"12/16/2014",22,44.06,75.4587542858232
"12/16/2014",23,42.98,74.1893974960469
"12/17/2014",0,43.46,82.7639237716487
"12/17/2014",1,44.06,83.6276384575996
"12/17/2014",2,44.96,84.9384698946548
"12/17/2014",3,46.04,86.5316911154968
"12/17/2014",4,46.94,87.8737329998932
"12/17/2014",5,44.96,84.9384698946548
"12/17/2014",6,44.42,84.1499339170705
"12/17/2014",7,42.98,126.718968608552
"12/17/2014",8,42.98,126.718968608552
"12/17/2014",9,42.89,126.586186656082
"12/17/2014",10,42.44,125.923162618903
"12/17/2014",11,42.86,126.541937234775
"12/17/2014",12,44.78,129.376342952604
"12/17/2014",13,46.04,131.231294333669
"12/17/2014",14,46.67,132.163561461402
"12/17/2014",15,47.21,132.9696094862
"12/17/2014",16,48.02,134.193273759177
"12/17/2014",17,46.94,132.565650255162
"12/17/2014",18,45.86,130.966004898103
"12/17/2014",19,44.96,84.9384698946548
"12/17/2014",20,44.06,83.6276384575996
"12/17/2014",21,42.98,82.0798675588131
"12/17/2014",22,42.08,80.8172089814906
"12/17/2014",23,41,79.3436222447951
"12/18/2014",0,39.92,87.1046420997779
"12/18/2014",1,39.92,87.1046420997779
"12/18/2014",2,39.92,87.1046420997779
"12/18/2014",3,39.92,87.1046420997779
"12/18/2014",4,39.02,85.7429073063109
"12/18/2014",5,37.04,82.7849064191086
"12/18/2014",6,37.04,82.7849064191086
"12/18/2014",7,36.32,126.268271422958
"12/18/2014",8,37.04,127.361055033903
"12/18/2014",9,39.92,131.78588651255
"12/18/2014",10,41,133.46386119988
"12/18/2014",11,42.98,136.561318458653
"12/18/2014",12,42.98,136.561318458653
"12/18/2014",13,42.98,136.561318458653
"12/18/2014",14,42.98,136.561318458653
"12/18/2014",15,42.08,135.150254769773
"12/18/2014",16,41,133.46386119988
"12/18/2014",17,41,133.46386119988
"12/18/2014",18,39.92,131.78588651255
"12/18/2014",19,39.02,85.7429073063109
"12/18/2014",20,39.02,85.7429073063109
"12/18/2014",21,39.02,85.7429073063109
"12/18/2014",22,37.94,84.1225403096091
"12/18/2014",23,37.04,82.7849064191086
"12/19/2014",0,37.04,92.5713027018569
"12/19/2014",1,37.04,92.5713027018569
"12/19/2014",2,35.96,90.8820272218043
